table_id,page_title,section_title,table_caption,headers,sample_data
table-0819-414,Jack Horkheimer: Star Gazer (2007 season),2007 season,2007 season,"[""#"", ""#"", ""Title"", ""Directed by"", ""Written by"", ""Original air date""]","[[""1517"", ""#07-01"", ""\""Use The Moon To Find The Ringed Planet And The Heart Of Leo The Lion\"""", ""--"", ""Jack Horkheimer"", ""January1,2007""], [""1518"", ""#07-02"", ""\""Use The Moon To Find The Biggest Planet And An Even Bigger Star\"""", ""--"", ""Jack Horkheimer"", ""January8,2007""], [""1519"", ""#07-03"", ""\""Which Season Is The Longest? And Which Is Shortest? Spring, Summer, Autumn Or Winter\"""", ""--"", ""Jack Horkheimer"", ""January15,2007""]]"
table-0819-430,Jack Horkheimer: Star Gazer (2009 season),2009 season,2009 season,"[""#"", ""#"", ""Title"", ""Directed by"", ""Written by"", ""Original air date""]","[[""1622"", ""#09-01"", ""\""See Three Cosmic Seasons At The Same Time!\"""", ""--"", ""Jack Horkheimer"", ""January5,2009""], [""1623"", ""#09-02"", ""\""Saturn's Incredible Shrinking Rings: See Them At Their Skinniest For 15 Years\"""", ""--"", ""Jack Horkheimer"", ""January12,2009""], [""1624"", ""#09-03"", ""\""The Moon Plays Tag With Venus And Orion's Two Brilliant Bow Wows!\"""", ""--"", ""Jack Horkheimer"", ""January19,2009""]]"
table-0819-437,Jack Horkheimer: Star Gazer (2010 season),2010 season,2010 season,"[""#"", ""#"", ""Title"", ""Directed by"", ""Written by"", ""Original air date""]","[[""1674"", ""#10-01"", ""\""Super Cosmic Fun: How To Play The Mars/Sirius Game\"""", ""--"", ""Jack Horkheimer"", ""January4,2010""], [""1675"", ""#10-02"", ""\""The King Of The Planets And Our Nearest Neighbor Make A Dynamic Duo And Another 'Get Ready For Mars' Reminder!\"""", ""--"", ""Jack Horkheimer"", ""January11,2010""], [""1676"", ""#10-03"", ""\""How To See One Of The Most Awesome Wonders Of The Universe With The Naked Eye\"""", ""--"", ""Jack Horkheimer"", ""January18,2010""]]"
table-0820-938,UEFA Euro 2000 qualifying Group 1,Demark,Demark,"[""Name"", ""Position"", ""Birth Date/Age at start of campaign"", ""Games in campaign"", ""Club""]","[[""[Peter_Schmeichel|Peter Schmeichel]"", ""GK"", ""November 18, 1963 (age 34)"", ""6"", ""[Manchester_United_F.C.|Manchester United]""], [""[Mogens_Krogh|Mogens Krogh]"", ""GK"", ""October 31, 1963 (age 34)"", ""2"", ""[Br\u00f8ndby_IF|Br\u00f8ndby IF]""], [""[Ole_Tobiasen|Ole Tobiasen]"", ""DF"", ""July 8, 1975 (age 23)"", ""3"", ""[AFC_Ajax|Ajax]""]]"
table-0823-471,List of film festivals in Italy,Italy,Italy,"[""Name"", ""Est."", ""City"", ""Type"", ""Details"", ""Website""]","[[""4 Film Festival"", """", """", """", """", ""http://www.4ff.it""], [""A Film for Peace/Un Film per la Pace Festival"", ""2006"", ""[Gorizia|Gorizia]"", ""International"", ""The film, documentary or fiction, must focus on the theme of peace, wartime conflict, civil war or human rights."", ""http://www.unfilmperlapace.it/""], [""Borderlands International Film Festival"", """", """", """", """", ""http://www.borderlands.it""]]"
table-0824-185,Girls with Guitars,Chart performance,Chart performance,"[""Chart (1994)"", ""Peak position""]","[[""[RPM_(magazine)|RPM]"", ""Category:Singlechart usages for Canadacountry""], [""[Hot_Country_Songs|Hot Country Songs]"", ""Category:Singlechart usages for Billboardcountrysongs""]]"
table-0824-237,Will Rogers World Airport,Terminal Features,Terminal Features,"[""Store"", ""Type"", ""Location""]","[[""Caf\u00e9 Oklahoma"", ""Food/Beverages"", ""Ticket Lobby""], [""CNBC News Express OKC"", ""News/Retail"", ""Ticket Lobby""], [""Pop's (East)"", ""Retail"", ""Central Concourse""]]"
table-0824-357,SRA International,Clients and Partners,Clients and Partners,"[""Federal Clients"", ""Partners""]","[[""Centers for Disease Control (CDC)"", ""Adobe""], [""Department of Defense (DoD)"", ""Google""], [""Department of Health and Human Services (DHHS)"", ""Hewlett Packard""]]"
table-0824-358,Prime Minister of Curaçao,List of Prime Ministers of Curaçao,List of Prime Ministers of Curaçao,"[""#"", ""Name"", ""Took office"", ""Left office"", ""Party""]","[[""1"", ""[Gerrit_Schotte|Gerrit Schotte]"", ""10 October 2010"", ""29 September 2012"", ""[Movement_for_the_Future_of_Cura\u00e7ao|MFK]""], [""2"", ""[Stanley_Betrian|Stanley Betrian]"", ""29 September 2012"", ""31 December 2012"", ""Ind""], [""3"", ""[Daniel_Hodge|Daniel Hodge]"", ""31 December 2012"", ""7 June 2013"", ""Ind""]]"
table-0824-528,Austin Pettis,Pre-draft,Pre-draft measurables,"[""Ht"", ""Wt"", ""Arm length"", ""Hand size"", ""[40-yard_dash|40-yd dash]"", ""10-yd split"", ""20-yd split"", ""[20-yard_shuttle|20-ss]"", ""[Three-cone_drill|3-cone]"", ""[Vertical_jump|Vert]"", ""[Standing_long_jump|Broad]"", ""[NFL_scouting_combine|BP]"", ""[Wonderlic_test|Wonderlic]""]","[[""6ft 2\u215din"", ""209 lb"", ""31\u00bein"", ""9\u00bein"", ""4.56 s"", ""1.60 s"", ""2.56 s"", ""3.88 s"", ""6.68 s"", ""33\u00bd in"", ""10ft 0in"", ""14 reps"", ""x""], [""Values from NFL Combine"", ""Values from NFL Combine"", ""Values from NFL Combine"", ""Values from NFL Combine"", ""Values from NFL Combine"", ""Values from NFL Combine"", ""Values from NFL Combine"", ""Values from NFL Combine"", ""Values from NFL Combine"", ""Values from NFL Combine"", ""Values from NFL Combine"", ""Values from NFL Combine"", ""Values from NFL Combine""]]"
table-0825-384,Dreamboat Annie,Credits,Credits,"[""artist"", ""song writer"", ""lead vocals"", ""backing vocals"", ""Guitars"", ""Guitars"", ""Guitars"", ""Guitars"", ""Guitars"", ""Percussion"", ""Percussion"", ""Percussion"", ""Percussion"", ""Percussion"", ""Keyboards"", ""Keyboards"", ""Wind"", ""orch. arrang.""]","[[""Personnel"", ""Personnel"", ""Personnel"", ""Personnel"", ""Personnel"", ""Personnel"", ""Personnel"", ""Personnel"", ""Personnel"", ""Personnel"", ""Personnel"", ""Personnel"", ""Personnel"", ""Personnel"", ""Personnel"", ""Personnel"", ""Personnel"", ""Personnel""], [""[Ann_Wilson|Ann Wilson]"", ""1-10"", ""1-10"", ""3,7-9"", ""9"", """", """", """", """", """", """", """", """", """", """", """", ""3,8,10"", """"], [""[Nancy_Wilson_(rock_musician)|Nancy Wilson]"", ""1-8,10"", """", ""2,3,5-10"", ""1,6"", ""1-10"", """", """", """", """", """", """", """", """", """", """", """", """"]]"
table-0826-552,NWA Southern All-Star Wrestling,Female wrestlers,Female wrestlers,"[""Ring name"", ""Notes""]","[[""Ambrealla Amazon"", ""Valet to Jocephus Brody""], [""Halie Shadows"", """"], [""[Heidi_Lovelace|Heidi Lovelace]"", """"]]"
table-0826-926,List of lunar probes,1958,1958,"[""Spacecraft"", ""Organization"", ""Date"", ""Type"", ""Status"", ""Notes"", ""Image""]","[[""[Pioneer_0|Pioneer 0]"", ""[United_States_Department_of_Defense|DOD]"", ""17 August 1958"", ""orbiter"", ""failure"", ""first attempted launch beyond Earth orbit; launch vehicle failure; maximum altitude 16km"", """"], [""[Luna_E-1_No.1|Luna E-1 No.1]"", ""[Soviet_Union|Soviet_Union]"", ""23 September 1958"", ""impactor"", ""failure"", ""launch vehicle failure"", """"], [""[Pioneer_1|Pioneer 1]"", ""[NASA|NASA]"", ""11 October 1958"", ""orbiter"", ""failure"", ""second stage premature shutdown; maximum altitude 113,800km; some data returned"", """"]]"
table-0826-93,Tourism in Chennai,Tourists' arrival,Arrival Percentage From Different Countries to Chennai,"[""Country"", ""Arrival percentage""]","[[""Sri Lanka"", ""61.3""], [""Malaysia"", ""56""], [""Singapore"", ""39.6""]]"
table-0829-105,Prime Minister of Sint Maarten,List of Prime Ministers of Sint Maarten,List of Prime Ministers of Sint Maarten,"[""#"", ""Name"", ""Took office"", ""Left office"", ""Party""]","[[""1"", ""[Sarah_Wescot-Williams|Sarah Wescot-Williams]"", ""10 October 2010"", ""Incumbent"", ""[Democratic_Party_Sint_Maarten|DPSM]""]]"
table-0830-358,Mysticism,Mysticism worldwide,Mysticism in world religions,"[""Host religion"", ""Form of mysticism"", ""Basic concept"", ""Sources of information""]","[[""[Buddhism|Buddhism]"", ""[Shingon_Buddhism|Shingon_Buddhism]"", ""[Nirvana|Nirvana]"", """"], [""[Christianity|Christianity]"", ""[Catholic_spirituality|Catholic spirituality]"", ""[Enlightenment_(spiritual)|Spiritual enlightenment]"", """"], [""[Hinduism|Hinduism]"", ""[Vedanta|Vedanta]"", ""[Karma|Karma]"", """"]]"
table-0831-21,Nokia C5-03,Hardware,Hardware,"[""CPU"", ""[ARM11|ARM11]""]","[[""Storage"", ""[Random-access_memory|Random-access_memory]""]]"
table-0831-590,List of multi-sport events,List of major multi-sport events,List of major multi-sport events,"[""Title"", ""Est. 1"", ""Abl. 2"", ""Rec. 3"", ""Scope"", ""Elements limiting audience 4"", ""Notes""]","[[""[AAU_Junior_Olympic_Games|AAU Junior Olympic Games]"", ""1967"", ""-"", ""1"", ""National"", ""Age"", """"], [""[Afro-Asian_Games|Afro-Asian Games]"", ""2003"", ""-"", ""-"", ""Regional"", """", """"], [""[African_Games|All-Africa Games]"", ""1965"", ""-"", ""4"", ""Regional"", """", """"]]"
table-0831-904,Fire in Your New Shoes,Charts,Charts,"[""Chart (2007)"", ""Peak position""]","[[""[Canadian_Hot_100|Canadian Hot 100]"", ""Category:Singlechart usages for Canada""]]"
table-0832-490,2010–11 Boston College Eagles women's ice hockey season,Recruiting,Recruiting,"[""Player"", ""Nationality"", ""Position"", ""Notes""]","[[""Melissa Bizzari"", ""[United_States|United States]"", ""Forward"", ""Attended USA Hockey U-14, U-16, U-17 Player Development Camps""], [""Taylor Waslyk"", ""[United_States|United States]"", ""Forward"", ""2007-2010 State Champions in Michigan 2009 gold medalist at theU-18 World Championships with Team USA""]]"
table-0833-314,It's Always Sunny in Philadelphia (season 6),Episodes,Episodes,"[""No. in series"", ""No. in season"", ""Title"", ""Directed by"", ""Written by"", ""Original air date"", ""Production code"", ""U.S. viewers (million)""]","[[""58"", ""1"", ""\""Mac Fights Gay Marriage\"""", ""[Randall_Einhorn|Randall Einhorn]"", ""Becky Mann & Audra Sielaff"", ""September16,2010"", ""XIP06005"", ""2.21""], [""Mac pulls out the big guns to protect the sanctity of marriage, while the rest of the gang reaps the rewards of marital bliss. Dee has an affair with Bill Ponderosa, her high school crush who is already married and is cheating on his wife and Dennis gets married to Maureen Ponderosa, Bill's sister and his high school crush and Charlie and Frank marry each other to get benefits."", ""Mac pulls out the big guns to protect the sanctity of marriage, while the rest of the gang reaps the rewards of marital bliss. Dee has an affair with Bill Ponderosa, her high school crush who is already married and is cheating on his wife and Dennis gets married to Maureen Ponderosa, Bill's sister and his high school crush and Charlie and Frank marry each other to get benefits."", ""Mac pulls out the big guns to protect the sanctity of marriage, while the rest of the gang reaps the rewards of marital bliss. Dee has an affair with Bill Ponderosa, her high school crush who is already married and is cheating on his wife and Dennis gets married to Maureen Ponderosa, Bill's sister and his high school crush and Charlie and Frank marry each other to get benefits."", ""Mac pulls out the big guns to protect the sanctity of marriage, while the rest of the gang reaps the rewards of marital bliss. Dee has an affair with Bill Ponderosa, her high school crush who is already married and is cheating on his wife and Dennis gets married to Maureen Ponderosa, Bill's sister and his high school crush and Charlie and Frank marry each other to get benefits."", ""Mac pulls out the big guns to protect the sanctity of marriage, while the rest of the gang reaps the rewards of marital bliss. Dee has an affair with Bill Ponderosa, her high school crush who is already married and is cheating on his wife and Dennis gets married to Maureen Ponderosa, Bill's sister and his high school crush and Charlie and Frank marry each other to get benefits."", ""Mac pulls out the big guns to protect the sanctity of marriage, while the rest of the gang reaps the rewards of marital bliss. Dee has an affair with Bill Ponderosa, her high school crush who is already married and is cheating on his wife and Dennis gets married to Maureen Ponderosa, Bill's sister and his high school crush and Charlie and Frank marry each other to get benefits."", ""Mac pulls out the big guns to protect the sanctity of marriage, while the rest of the gang reaps the rewards of marital bliss. Dee has an affair with Bill Ponderosa, her high school crush who is already married and is cheating on his wife and Dennis gets married to Maureen Ponderosa, Bill's sister and his high school crush and Charlie and Frank marry each other to get benefits."", ""Mac pulls out the big guns to protect the sanctity of marriage, while the rest of the gang reaps the rewards of marital bliss. Dee has an affair with Bill Ponderosa, her high school crush who is already married and is cheating on his wife and Dennis gets married to Maureen Ponderosa, Bill's sister and his high school crush and Charlie and Frank marry each other to get benefits.""], [""59"", ""2"", ""\""Dennis Gets Divorced\"""", ""Randall Einhorn"", ""Dave Chernin & John Chernin"", ""September23,2010"", ""XIP06006"", ""1.68""]]"
table-0833-422,2006 Vodacom Cup,Tables,Tables,"["""", """"]","[["""", ""2006 Vodacom Cup Table""]]"
table-0833-423,2006 Vodacom Cup,Tables,Tables,"[""""]",[]
table-0833-571,The Center for Study of Gene Structure and Function,Events,Events,"[""Symposia"", ""The Gene Center, along with its partners, hosts an annual International Symposium featuring speakers, including Nobel Laureates, and provides discussion on recent discoveries in biomedical research.""]","[[""Seminars and Colloquia"", ""Gene Center members propose topics for the seminars and colloquia. These meetings provide students and faculty with the opportunity to hear presentations by scientists from different universities across the nation and to network with peers and professionals.""], [""Recruiting Conferences"", ""The Gene Center participates in several annual national recruiting conferences including Annual Biomedical Research Conference for Minority Students (ABRCMS), Society for Advancement of Chicanos and Native Americans in Science (SACNAS), Society for Neuroscience (SfN), and National Organization for the Profressional Advancement of Black Chemists and Chemical Engineers (NOBCChE). Representatives from the Gene Center attend these recruiting conferences to provide science students and professionals with information about the Gene Center, its programs and networking opportunities.""]]"
table-0833-662,Constellation Cup,List of Constellation Cup series,List of Constellation Cup series,"[""Series"", ""Years"", ""Tests played"", ""Tests won by Australia"", ""Tests won by New Zealand"", ""Tests drawn"", ""Series result""]","[[""1"", ""2010"", ""3"", ""2"", ""1"", ""0"", ""Australia (2-1)""], [""2"", ""2011"", ""5"", ""3"", ""2"", ""0"", ""Australia (3-2)""], [""3"", ""2012"", ""3"", ""1"", ""2"", ""0"", ""New Zealand (2-1)""]]"
table-0834-347,North Korea at the 2010 Asian Games,Board games,Board games,"[""Athlete"", ""Event"", ""Win"", ""Lost"", ""Points"", ""Rank"", ""Semifinals""]","[[""Pak Ho-Gil"", ""[Go_at_the_2010_Asian_Games|Mixed Doubles]"", ""3"", ""3"", ""6"", ""8th"", ""Did not advance""], [""Ri Kwang-Hyok"", ""[Go_at_the_2010_Asian_Games|Mixed Doubles]"", ""3"", ""3"", ""6"", ""11th"", ""Did not advance""], [""Hwang Kyong-Ju"", ""[Go_at_the_2010_Asian_Games|Women's Team]"", ""4"", ""3"", ""8"", ""5th"", ""Did not advance""]]"
table-0835-741,Miss Amy,Grammy Awards,Grammy Awards,"[""Year"", ""Song/album"", ""Category"", ""Role"", ""Result""]","[[""2011"", ""Healthy Food For Thought, Good Enough to Eat"", ""[Grammy_Award_for_Best_Spoken_Word_Album_for_Children|Grammy Award for Best Spoken Word Album for Children]"", ""Vocals, lyrics, instrumentals, songwriting"", ""Nominated""], [""2012"", ""Miss Amy\u2019s Fitness Rock & Roll"", ""[Grammy_Award_for_Best_Children's_Album|Grammy Award for Best Children's Album]"", ""Vocals, lyrics, instrumentals, songwriting"", ""Nominated""], [""2012"", ""All About Bullies... Big And Small Compilation (track \""Keep Your Head Up\"")"", ""[54th_Annual_Grammy_Awards|54th Grammy Awards]"", ""Vocals, lyrics, instrumentals, songwriting"", ""Won""]]"
table-0836-301,Pulp and paper industry,2007,2007,"[""Rank"", ""Company"", ""Country"", ""2007 Net Sales (US$M)"", ""2007 Net Income (Loss) (US$M)""]","[[""1"", ""[International_Paper|International Paper]"", ""[United_States|United States]"", ""21,890"", ""1,168""], [""2"", ""[Stora_Enso|Stora Enso]"", ""[Finland|Finland]"", ""18,322"", ""(291)""], [""3"", ""[Kimberly-Clark|Kimberly-Clark]"", ""[United_States|United States]"", ""18,266"", ""1,822""]]"
table-0836-302,Pulp and paper industry,2008,2008,"[""Rank"", ""Company"", ""Country"", ""2008 Net Sales (US$M)"", ""2008 Net Income (Loss) (US$M)""]","[[""1"", ""[International_Paper|International Paper]"", ""[United_States|United States]"", ""24,829"", ""(1,282)""], [""2"", ""[Kimberly-Clark|Kimberly-Clark]"", ""[United_States|United States]"", ""19,415"", ""1,690""], [""3"", ""[Svenska_Cellulosa_Aktiebolaget|SCA]"", ""[Sweden|Sweden]"", ""16,965"", ""857""]]"
table-0836-976,Spiel des Jahres,2010 awards,Game Of The Year,"[""Game"", ""Designer"", ""Publisher"", ""Award""]","[[""[Dixit_(card_game)|Dixit]"", ""Jean-Louis Roubira"", ""Libellud"", ""Winner""], [""Identik"", ""William P. Jacobson"", ""[Asmod\u00e9e_\u00c9ditions|Asmod\u00e9e_\u00c9ditions]"", ""Nominee""], [""A la Carte"", ""Karl-Heinz Schmiel"", ""Moskito/Heidelberger"", ""Nominee""]]"
table-0837-154,Five-Star Quality Rating System for Medicare Advantage Plans,2012 MA Plan measures,2012 MA Plan measures,"[""Measure"", ""Label"", ""Weight"", ""Domain""]","[[""Breast cancer screening"", ""Breast cancer screening"", ""1"", ""Domain 1: Staying healthy - screenings, tests and vaccines""], [""Colorectal cancer screening"", ""Colorectal cancer screening"", ""1"", ""Domain 1: Staying healthy - screenings, tests and vaccines""], [""Cardiovascular Care \u2013 Cholesterol Screening"", ""Cholesterol screening for patients with heart disease"", ""1"", ""Domain 1: Staying healthy - screenings, tests and vaccines""]]"
table-0837-242,Pulp and paper industry in Canada,Leading companies,Leading companies,"[""Rank"", ""Company"", ""2003 Total Revenue (C$M)"", ""2003 Net Income (Loss) (C$M)"", ""Source""]","[[""1"", ""[Resolute_Forest_Products|Resolute_Forest_Products Inc.]"", ""23.0"", ""179.0"", """"], [""2"", ""[Domtar|Domtar Inc.]"", ""4,791.0"", ""(190.0)"", """"], [""3"", ""[Cascades_(company)|Cascades Inc.]"", ""3,521.0"", ""55.0"", """"]]"
table-0837-299,Argentina national basketball team,Summer Olympic Games,Summer Olympic Games,"[""[Basketball_at_the_Summer_Olympics|Summer Olympic Games Record]"", ""[Basketball_at_the_Summer_Olympics|Summer Olympic Games Record]"", ""[Basketball_at_the_Summer_Olympics|Summer Olympic Games Record]"", ""[Basketball_at_the_Summer_Olympics|Summer Olympic Games Record]"", ""[Basketball_at_the_Summer_Olympics|Summer Olympic Games Record]""]","[[""[Basketball_at_the_1936_Summer_Olympics|1936]"", ""Did not participate"", ""Did not participate"", ""Did not participate"", ""Did not participate""], [""[Basketball_at_the_1948_Summer_Olympics|1948]"", ""15th place"", ""8"", ""4"", ""4""], [""[Basketball_at_the_1952_Summer_Olympics|1952]"", ""4th place"", ""8"", ""5"", ""3""]]"
